chr	pos	sample	meth_prop	cov
chr7	3312947	nsc_2_pat	NA	0
chr7	3312947	nsc_3_mat	1	1
chr7	3312947	nsc_3_pat	0	1
chr7	3312978	nsc_1_mat	NA	0
chr7	3312978	nsc_1_pat	NA	0
chr7	3312978	nsc_2_mat	NA	0
chr7	3312978	nsc_2_pat	NA	0
chr7	3312978	nsc_3_mat	1	1
chr7	3312978	nsc_3_pat	NA	0
chr7	3313079	nsc_1_mat	1	3
chr7	3313079	nsc_1_pat	1	1
chr7	3313079	nsc_2_mat	NA	0
chr7	3313079	nsc_2_pat	1	2
chr7	3313079	nsc_3_mat	0.3333333333333333	3
chr7	3313079	nsc_3_pat	0.6666666666666666	3
chr7	3313183	nsc_1_mat	NA	0
chr7	3313183	nsc_1_pat	NA	0
chr7	3313183	nsc_2_mat	NA	0
chr7	3313183	nsc_2_pat	NA	0
chr7	3313183	nsc_3_mat	0	1
chr7	3313183	nsc_3_pat	NA	0
chr7	3313242	nsc_1_mat	NA	0
chr7	3313242	nsc_1_pat	NA	0
chr7	3313242	nsc_2_mat	NA	0
chr7	3313242	nsc_2_pat	NA	0
chr7	3313242	nsc_3_mat	1	1
chr7	3313242	nsc_3_pat	NA	0
chr7	3313244	nsc_1_mat	NA	0
chr7	3313244	nsc_1_pat	NA	0
chr7	3313244	nsc_2_mat	NA	0
chr7	3313244	nsc_2_pat	NA	0
chr7	3313244	nsc_3_mat	1	1
chr7	3313244	nsc_3_pat	NA	0
chr7	3313250	nsc_1_mat	NA	0
chr7	3313250	nsc_1_pat	NA	0
chr7	3313250	nsc_2_mat	NA	0
chr7	3313250	nsc_2_pat	NA	0
chr7	3313250	nsc_3_mat	0	1
chr7	3313250	nsc_3_pat	NA	0
chr7	3313281	nsc_1_mat	NA	0
chr7	3313281	nsc_1_pat	NA	0
chr7	3313281	nsc_2_mat	NA	0
chr7	3313281	nsc_2_pat	NA	0
chr7	3313281	nsc_3_mat	NA	0
chr7	3313281	nsc_3_pat	1	1
chr7	3313298	nsc_1_mat	NA	0
chr7	3313298	nsc_1_pat	NA	0
chr7	3313298	nsc_2_mat	NA	0
chr7	3313298	nsc_2_pat	NA	0
chr7	3313298	nsc_3_mat	0	1
chr7	3313298	nsc_3_pat	NA	0
chr7	3313341	nsc_1_mat	NA	0
chr7	3313341	nsc_1_pat	NA	0
chr7	3313341	nsc_2_mat	NA	0
chr7	3313341	nsc_2_pat	NA	0
chr7	3313341	nsc_3_mat	NA	0
chr7	3313341	nsc_3_pat	0	1
chr7	3313382	nsc_1_mat	1	1
chr7	3313382	nsc_1_pat	NA	0
chr7	3313382	nsc_2_mat	NA	0
chr7	3313382	nsc_2_pat	NA	0
chr7	3313382	nsc_3_mat	NA	0
chr7	3313382	nsc_3_pat	NA	0
chr7	3313383	nsc_1_mat	NA	0
chr7	3313383	nsc_1_pat	NA	0
chr7	3313383	nsc_2_mat	NA	0
chr7	3313383	nsc_2_pat	NA	0
chr7	3313383	nsc_3_mat	NA	0
chr7	3313383	nsc_3_pat	0	1
chr7	3313397	nsc_1_mat	NA	0
chr7	3313397	nsc_1_pat	NA	0
chr7	3313397	nsc_2_mat	NA	0
chr7	3313397	nsc_2_pat	NA	0
chr7	3313397	nsc_3_mat	0	1
chr7	3313397	nsc_3_pat	NA	0
chr7	3313418	nsc_1_mat	NA	0
chr7	3313418	nsc_1_pat	NA	0
chr7	3313418	nsc_2_mat	NA	0
chr7	3313418	nsc_2_pat	NA	0
chr7	3313418	nsc_3_mat	0	1
chr7	3313418	nsc_3_pat	NA	0
chr7	3313445	nsc_1_mat	1	3
chr7	3313445	nsc_1_pat	1	1
chr7	3313445	nsc_2_mat	NA	0
chr7	3313445	nsc_2_pat	1	2
chr7	3313445	nsc_3_mat	1	2
chr7	3313445	nsc_3_pat	1	2
chr7	3313448	nsc_1_mat	0	1
chr7	3313448	nsc_1_pat	NA	0
chr7	3313448	nsc_2_mat	NA	0
chr7	3313448	nsc_2_pat	NA	0
chr7	3313448	nsc_3_mat	NA	0
chr7	3313448	nsc_3_pat	NA	0
chr7	3313492	nsc_1_mat	NA	0
chr7	3313492	nsc_1_pat	1	1
chr7	3313492	nsc_2_mat	NA	0
chr7	3313492	nsc_2_pat	NA	0
chr7	3313492	nsc_3_mat	NA	0
chr7	3313492	nsc_3_pat	NA	0
chr7	3313528	nsc_1_mat	NA	0
chr7	3313528	nsc_1_pat	NA	0
chr7	3313528	nsc_2_mat	NA	0
chr7	3313528	nsc_2_pat	NA	0
chr7	3313528	nsc_3_mat	0	1
chr7	3313528	nsc_3_pat	NA	0
chr7	3313534	nsc_1_mat	NA	0
chr7	3313534	nsc_1_pat	NA	0
chr7	3313534	nsc_2_mat	NA	0
chr7	3313534	nsc_2_pat	NA	0
chr7	3313534	nsc_3_mat	1	1
chr7	3313534	nsc_3_pat	NA	0
chr7	3313589	nsc_1_mat	0.6666666666666666	3
chr7	3313589	nsc_1_pat	NA	0
chr7	3313589	nsc_2_mat	NA	0
chr7	3313589	nsc_2_pat	0.5	2
chr7	3313589	nsc_3_mat	1	2
chr7	3313589	nsc_3_pat	0.6666666666666666	3
chr7	3313594	nsc_1_mat	NA	0
chr7	3313594	nsc_1_pat	NA	0
chr7	3313594	nsc_2_mat	NA	0
chr7	3313594	nsc_2_pat	0	1
chr7	3313594	nsc_3_mat	NA	0
chr7	3313594	nsc_3_pat	NA	0
chr7	3313598	nsc_1_mat	1	2
chr7	3313598	nsc_1_pat	NA	0
chr7	3313598	nsc_2_mat	NA	0
chr7	3313598	nsc_2_pat	1	1
chr7	3313598	nsc_3_mat	1	3
chr7	3313598	nsc_3_pat	1	3
chr7	3313639	nsc_1_mat	1	3
chr7	3313639	nsc_1_pat	1	1
chr7	3313639	nsc_2_mat	NA	0
chr7	3313639	nsc_2_pat	1	1
chr7	3313639	nsc_3_mat	1	3
chr7	3313639	nsc_3_pat	1	3
chr7	3313642	nsc_1_mat	1	2
chr7	3313642	nsc_1_pat	1	1
chr7	3313642	nsc_2_mat	NA	0
chr7	3313642	nsc_2_pat	1	2
chr7	3313642	nsc_3_mat	1	3
chr7	3313642	nsc_3_pat	1	3
chr7	3313645	nsc_1_mat	NA	0
chr7	3313645	nsc_1_pat	NA	0
chr7	3313645	nsc_2_mat	NA	0
chr7	3313645	nsc_2_pat	NA	0
chr7	3313645	nsc_3_mat	NA	0
chr7	3313645	nsc_3_pat	1	1
chr7	3313649	nsc_1_mat	NA	0
chr7	3313649	nsc_1_pat	NA	0
chr7	3313649	nsc_2_mat	NA	0
chr7	3313649	nsc_2_pat	NA	0
chr7	3313649	nsc_3_mat	1	1
chr7	3313649	nsc_3_pat	NA	0
chr7	3313651	nsc_1_mat	NA	0
chr7	3313651	nsc_1_pat	NA	0
chr7	3313651	nsc_2_mat	NA	0
chr7	3313651	nsc_2_pat	NA	0
chr7	3313651	nsc_3_mat	1	1
chr7	3313651	nsc_3_pat	NA	0
chr7	3313663	nsc_1_mat	1	3
chr7	3313663	nsc_1_pat	1	1
chr7	3313663	nsc_2_mat	NA	0
chr7	3313663	nsc_2_pat	0.5	2
chr7	3313663	nsc_3_mat	1	3
chr7	3313663	nsc_3_pat	0	3
chr7	3313723	nsc_1_mat	1	3
chr7	3313723	nsc_1_pat	NA	0
chr7	3313723	nsc_2_mat	NA	0
chr7	3313723	nsc_2_pat	1	1
chr7	3313723	nsc_3_mat	1	3
chr7	3313723	nsc_3_pat	1	2
chr7	3313726	nsc_1_mat	1	1
chr7	3313726	nsc_1_pat	NA	0
chr7	3313726	nsc_2_mat	NA	0
chr7	3313726	nsc_2_pat	1	1
chr7	3313726	nsc_3_mat	1	3
chr7	3313726	nsc_3_pat	1	3
chr7	3313727	nsc_1_mat	0	1
chr7	3313727	nsc_1_pat	1	1
chr7	3313727	nsc_2_mat	NA	0
chr7	3313727	nsc_2_pat	NA	0
chr7	3313727	nsc_3_mat	NA	0
chr7	3313727	nsc_3_pat	NA	0
chr7	3313765	nsc_1_mat	1	2
chr7	3313765	nsc_1_pat	NA	0
chr7	3313765	nsc_2_mat	NA	0
chr7	3313765	nsc_2_pat	1	1
chr7	3313765	nsc_3_mat	1	2
chr7	3313765	nsc_3_pat	1	2
chr7	3313775	nsc_1_mat	NA	0
chr7	3313775	nsc_1_pat	NA	0
chr7	3313775	nsc_2_mat	NA	0
chr7	3313775	nsc_2_pat	NA	0
chr7	3313775	nsc_3_mat	1	1
chr7	3313775	nsc_3_pat	NA	0
chr7	3313778	nsc_1_mat	1	1
chr7	3313778	nsc_1_pat	NA	0
chr7	3313778	nsc_2_mat	NA	0
chr7	3313778	nsc_2_pat	NA	0
chr7	3313778	nsc_3_mat	NA	0
chr7	3313778	nsc_3_pat	NA	0
chr7	3313785	nsc_1_mat	NA	0
chr7	3313785	nsc_1_pat	1	1
chr7	3313785	nsc_2_mat	NA	0
chr7	3313785	nsc_2_pat	NA	0
chr7	3313785	nsc_3_mat	NA	0
chr7	3313785	nsc_3_pat	NA	0
chr7	3313794	nsc_1_mat	NA	0
chr7	3313794	nsc_1_pat	0	1
chr7	3313794	nsc_2_mat	NA	0
chr7	3313794	nsc_2_pat	NA	0
chr7	3313794	nsc_3_mat	NA	0
chr7	3313794	nsc_3_pat	NA	0
chr7	3313815	nsc_1_mat	NA	0
chr7	3313815	nsc_1_pat	0	1
chr7	3313815	nsc_2_mat	NA	0
chr7	3313815	nsc_2_pat	NA	0
chr7	3313815	nsc_3_mat	NA	0
chr7	3313815	nsc_3_pat	NA	0
chr7	3313856	nsc_1_mat	1	2
chr7	3313856	nsc_1_pat	NA	0
chr7	3313856	nsc_2_mat	NA	0
chr7	3313856	nsc_2_pat	1	2
chr7	3313856	nsc_3_mat	1	2
chr7	3313856	nsc_3_pat	1	3
chr7	3313926	nsc_1_mat	NA	0
chr7	3313926	nsc_1_pat	NA	0
chr7	3313926	nsc_2_mat	NA	0
chr7	3313926	nsc_2_pat	NA	0
chr7	3313926	nsc_3_mat	1	1
chr7	3313926	nsc_3_pat	NA	0
chr7	3313977	nsc_1_mat	1	1
chr7	3313977	nsc_1_pat	NA	0
chr7	3313977	nsc_2_mat	NA	0
chr7	3313977	nsc_2_pat	NA	0
chr7	3313977	nsc_3_mat	NA	0
chr7	3313977	nsc_3_pat	NA	0
chr7	3314029	nsc_1_mat	0	2
chr7	3314029	nsc_1_pat	NA	0
chr7	3314029	nsc_2_mat	NA	0
chr7	3314029	nsc_2_pat	1	2
chr7	3314029	nsc_3_mat	1	3
chr7	3314029	nsc_3_pat	0.5	2
chr7	3314057	nsc_1_mat	NA	0
chr7	3314057	nsc_1_pat	NA	0
chr7	3314057	nsc_2_mat	NA	0
chr7	3314057	nsc_2_pat	NA	0
chr7	3314057	nsc_3_mat	NA	0
chr7	3314057	nsc_3_pat	1	1
chr7	3314078	nsc_1_mat	NA	0
chr7	3314078	nsc_1_pat	NA	0
chr7	3314078	nsc_2_mat	NA	0
chr7	3314078	nsc_2_pat	NA	0
chr7	3314078	nsc_3_mat	NA	0
chr7	3314078	nsc_3_pat	1	1
chr7	3314079	nsc_1_mat	NA	0
chr7	3314079	nsc_1_pat	NA	0
chr7	3314079	nsc_2_mat	NA	0
chr7	3314079	nsc_2_pat	NA	0
chr7	3314079	nsc_3_mat	NA	0
chr7	3314079	nsc_3_pat	1	1
chr7	3314106	nsc_1_mat	0.3333333333333333	3
chr7	3314106	nsc_1_pat	NA	0
chr7	3314106	nsc_2_mat	NA	0
chr7	3314106	nsc_2_pat	0.5	2
chr7	3314106	nsc_3_mat	1	2
chr7	3314106	nsc_3_pat	1	3
chr7	3314107	nsc_1_mat	NA	0
chr7	3314107	nsc_1_pat	0	1
chr7	3314107	nsc_2_mat	NA	0
chr7	3314107	nsc_2_pat	NA	0
chr7	3314107	nsc_3_mat	NA	0
chr7	3314107	nsc_3_pat	NA	0
chr7	3314119	nsc_1_mat	0.6666666666666666	3
chr7	3314119	nsc_1_pat	1	1
chr7	3314119	nsc_2_mat	NA	0
chr7	3314119	nsc_2_pat	1	2
chr7	3314119	nsc_3_mat	1	3
chr7	3314119	nsc_3_pat	1	3
chr7	3314127	nsc_1_mat	1	1
chr7	3314127	nsc_1_pat	NA	0
chr7	3314127	nsc_2_mat	NA	0
chr7	3314127	nsc_2_pat	NA	0
chr7	3314127	nsc_3_mat	NA	0
chr7	3314127	nsc_3_pat	NA	0
chr7	3314158	nsc_1_mat	NA	0
chr7	3314158	nsc_1_pat	NA	0
chr7	3314158	nsc_2_mat	NA	0
chr7	3314158	nsc_2_pat	NA	0
chr7	3314158	nsc_3_mat	1	1
chr7	3314158	nsc_3_pat	NA	0
chr7	3314160	nsc_1_mat	1	3
chr7	3314160	nsc_1_pat	NA	0
chr7	3314160	nsc_2_mat	NA	0
chr7	3314160	nsc_2_pat	1	2
chr7	3314160	nsc_3_mat	1	1
chr7	3314160	nsc_3_pat	1	3
chr7	3314166	nsc_1_mat	NA	0
chr7	3314166	nsc_1_pat	1	1
chr7	3314166	nsc_2_mat	NA	0
chr7	3314166	nsc_2_pat	NA	0
chr7	3314166	nsc_3_mat	NA	0
chr7	3314166	nsc_3_pat	NA	0
chr7	3314177	nsc_1_mat	1	2
chr7	3314177	nsc_1_pat	1	1
chr7	3314177	nsc_2_mat	NA	0
chr7	3314177	nsc_2_pat	0.5	2
chr7	3314177	nsc_3_mat	1	2
chr7	3314177	nsc_3_pat	1	2
chr7	3314178	nsc_1_mat	1	1
chr7	3314178	nsc_1_pat	NA	0
chr7	3314178	nsc_2_mat	NA	0
chr7	3314178	nsc_2_pat	NA	0
chr7	3314178	nsc_3_mat	1	1
chr7	3314178	nsc_3_pat	NA	0
chr7	3314184	nsc_1_mat	1	3
chr7	3314184	nsc_1_pat	1	1
chr7	3314184	nsc_2_mat	NA	0
chr7	3314184	nsc_2_pat	1	2
chr7	3314184	nsc_3_mat	1	2
chr7	3314184	nsc_3_pat	1	3
chr7	3314197	nsc_1_mat	1	1
chr7	3314197	nsc_1_pat	0	1
chr7	3314197	nsc_2_mat	NA	0
chr7	3314197	nsc_2_pat	NA	0
chr7	3314197	nsc_3_mat	NA	0
chr7	3314197	nsc_3_pat	NA	0
chr7	3314216	nsc_1_mat	1	1
chr7	3314216	nsc_1_pat	NA	0
chr7	3314216	nsc_2_mat	NA	0
chr7	3314216	nsc_2_pat	NA	0
chr7	3314216	nsc_3_mat	NA	0
chr7	3314216	nsc_3_pat	NA	0
chr7	3314231	nsc_1_mat	NA	0
chr7	3314231	nsc_1_pat	NA	0
chr7	3314231	nsc_2_mat	NA	0
chr7	3314231	nsc_2_pat	0.5	2
chr7	3314231	nsc_3_mat	NA	0
chr7	3314231	nsc_3_pat	0.6666666666666666	3
chr7	3314304	nsc_1_mat	1	1
chr7	3314304	nsc_1_pat	NA	0
chr7	3314304	nsc_2_mat	NA	0
chr7	3314304	nsc_2_pat	NA	0
chr7	3314304	nsc_3_mat	NA	0
chr7	3314304	nsc_3_pat	NA	0
chr7	3314392	nsc_1_mat	NA	0
chr7	3314392	nsc_1_pat	NA	0
chr7	3314392	nsc_2_mat	NA	0
chr7	3314392	nsc_2_pat	NA	0
chr7	3314392	nsc_3_mat	1	1
chr7	3314392	nsc_3_pat	NA	0
chr7	3314393	nsc_1_mat	NA	0
chr7	3314393	nsc_1_pat	NA	0
chr7	3314393	nsc_2_mat	NA	0
chr7	3314393	nsc_2_pat	NA	0
chr7	3314393	nsc_3_mat	1	1
chr7	3314393	nsc_3_pat	NA	0
chr7	3314439	nsc_1_mat	NA	0
chr7	3314439	nsc_1_pat	NA	0
chr7	3314439	nsc_2_mat	NA	0
chr7	3314439	nsc_2_pat	1	1
chr7	3314439	nsc_3_mat	NA	0
chr7	3314439	nsc_3_pat	NA	0
chr7	3314459	nsc_1_mat	1	1
chr7	3314459	nsc_1_pat	NA	0
chr7	3314459	nsc_2_mat	NA	0
chr7	3314459	nsc_2_pat	NA	0
chr7	3314459	nsc_3_mat	NA	0
chr7	3314459	nsc_3_pat	NA	0
chr7	3314461	nsc_1_mat	1	2
chr7	3314461	nsc_1_pat	1	1
chr7	3314461	nsc_2_mat	NA	0
chr7	3314461	nsc_2_pat	1	2
chr7	3314461	nsc_3_mat	0	2
chr7	3314461	nsc_3_pat	0	2
chr7	3314493	nsc_1_mat	1	1
chr7	3314493	nsc_1_pat	NA	0
chr7	3314493	nsc_2_mat	NA	0
chr7	3314493	nsc_2_pat	NA	0
chr7	3314493	nsc_3_mat	NA	0
chr7	3314493	nsc_3_pat	NA	0
chr7	3314515	nsc_1_mat	NA	0
chr7	3314515	nsc_1_pat	1	1
chr7	3314515	nsc_2_mat	NA	0
chr7	3314515	nsc_2_pat	NA	0
chr7	3314515	nsc_3_mat	NA	0
chr7	3314515	nsc_3_pat	NA	0
chr7	3314545	nsc_1_mat	1	2
chr7	3314545	nsc_1_pat	1	1
chr7	3314545	nsc_2_mat	NA	0
chr7	3314545	nsc_2_pat	1	2
chr7	3314545	nsc_3_mat	0.6666666666666666	3
chr7	3314545	nsc_3_pat	1	2
chr7	3314619	nsc_1_mat	NA	0
chr7	3314619	nsc_1_pat	NA	0
chr7	3314619	nsc_2_mat	NA	0
chr7	3314619	nsc_2_pat	NA	0
chr7	3314619	nsc_3_mat	1	1
chr7	3314619	nsc_3_pat	NA	0
chr7	3314641	nsc_1_mat	NA	0
chr7	3314641	nsc_1_pat	NA	0
chr7	3314641	nsc_2_mat	NA	0
chr7	3314641	nsc_2_pat	NA	0
chr7	3314641	nsc_3_mat	0	1
chr7	3314641	nsc_3_pat	NA	0
chr7	3314660	nsc_1_mat	NA	0
chr7	3314660	nsc_1_pat	0	1
chr7	3314660	nsc_2_mat	NA	0
chr7	3314660	nsc_2_pat	NA	0
chr7	3314660	nsc_3_mat	NA	0
chr7	3314660	nsc_3_pat	NA	0
chr7	3314716	nsc_1_mat	0.6666666666666666	3
chr7	3314716	nsc_1_pat	NA	0
chr7	3314716	nsc_2_mat	NA	0
chr7	3314716	nsc_2_pat	1	1
chr7	3314716	nsc_3_mat	0.3333333333333333	3
chr7	3314716	nsc_3_pat	0	2
chr7	3314718	nsc_1_mat	NA	0
chr7	3314718	nsc_1_pat	1	1
chr7	3314718	nsc_2_mat	NA	0
chr7	3314718	nsc_2_pat	NA	0
chr7	3314718	nsc_3_mat	NA	0
chr7	3314718	nsc_3_pat	NA	0
chr7	3314749	nsc_1_mat	NA	0
chr7	3314749	nsc_1_pat	NA	0
chr7	3314749	nsc_2_mat	NA	0
chr7	3314749	nsc_2_pat	NA	0
chr7	3314749	nsc_3_mat	NA	0
chr7	3314749	nsc_3_pat	0	1
chr7	3314780	nsc_1_mat	NA	0
chr7	3314780	nsc_1_pat	NA	0
chr7	3314780	nsc_2_mat	NA	0
chr7	3314780	nsc_2_pat	NA	0
chr7	3314780	nsc_3_mat	1	1
chr7	3314780	nsc_3_pat	NA	0
chr7	3314784	nsc_1_mat	NA	0
chr7	3314784	nsc_1_pat	0	1
chr7	3314784	nsc_2_mat	NA	0
chr7	3314784	nsc_2_pat	NA	0
chr7	3314784	nsc_3_mat	NA	0
chr7	3314784	nsc_3_pat	NA	0
chr7	3314856	nsc_1_mat	1	1
chr7	3314856	nsc_1_pat	NA	0
chr7	3314856	nsc_2_mat	NA	0
chr7	3314856	nsc_2_pat	NA	0
chr7	3314856	nsc_3_mat	NA	0
chr7	3314856	nsc_3_pat	NA	0
chr7	3314880	nsc_1_mat	NA	0
chr7	3314880	nsc_1_pat	NA	0
chr7	3314880	nsc_2_mat	NA	0
chr7	3314880	nsc_2_pat	0	1
chr7	3314880	nsc_3_mat	NA	0
chr7	3314880	nsc_3_pat	NA	0
chr7	3314908	nsc_1_mat	NA	0
chr7	3314908	nsc_1_pat	NA	0
chr7	3314908	nsc_2_mat	NA	0
chr7	3314908	nsc_2_pat	NA	0
chr7	3314908	nsc_3_mat	0	1
chr7	3314908	nsc_3_pat	NA	0
chr7	3314931	nsc_1_mat	1	1
chr7	3314931	nsc_1_pat	NA	0
chr7	3314931	nsc_2_mat	NA	0
chr7	3314931	nsc_2_pat	NA	0
chr7	3314931	nsc_3_mat	NA	0
chr7	3314931	nsc_3_pat	NA	0
chr7	3314964	nsc_1_mat	NA	0
chr7	3314964	nsc_1_pat	NA	0
chr7	3314964	nsc_2_mat	NA	0
chr7	3314964	nsc_2_pat	NA	0
chr7	3314964	nsc_3_mat	NA	0
chr7	3314964	nsc_3_pat	1	1
chr7	3314990	nsc_1_mat	NA	0
chr7	3314990	nsc_1_pat	1	1
chr7	3314990	nsc_2_mat	NA	0
chr7	3314990	nsc_2_pat	0.5	2
chr7	3314990	nsc_3_mat	NA	0
chr7	3314990	nsc_3_pat	1	3
chr7	3314999	nsc_1_mat	0	1
chr7	3314999	nsc_1_pat	NA	0
chr7	3314999	nsc_2_mat	NA	0
chr7	3314999	nsc_2_pat	NA	0
chr7	3314999	nsc_3_mat	NA	0
chr7	3314999	nsc_3_pat	NA	0
chr7	3315151	nsc_1_mat	NA	0
chr7	3315151	nsc_1_pat	NA	0
chr7	3315151	nsc_2_mat	NA	0
chr7	3315151	nsc_2_pat	NA	0
chr7	3315151	nsc_3_mat	0	1
chr7	3315151	nsc_3_pat	NA	0
chr7	3315194	nsc_1_mat	NA	0
chr7	3315194	nsc_1_pat	NA	0
chr7	3315194	nsc_2_mat	NA	0
chr7	3315194	nsc_2_pat	NA	0
chr7	3315194	nsc_3_mat	NA	0
chr7	3315194	nsc_3_pat	0	1
chr7	3315265	nsc_1_mat	NA	0
chr7	3315265	nsc_1_pat	NA	0
chr7	3315265	nsc_2_mat	NA	0
chr7	3315265	nsc_2_pat	NA	0
chr7	3315265	nsc_3_mat	1	1
chr7	3315265	nsc_3_pat	NA	0
chr7	3315271	nsc_1_mat	NA	0
chr7	3315271	nsc_1_pat	NA	0
chr7	3315271	nsc_2_mat	NA	0
chr7	3315271	nsc_2_pat	1	1
chr7	3315271	nsc_3_mat	NA	0
chr7	3315271	nsc_3_pat	NA	0
chr7	3315307	nsc_1_mat	NA	0
chr7	3315307	nsc_1_pat	1	1
chr7	3315307	nsc_2_mat	NA	0
chr7	3315307	nsc_2_pat	1	2
chr7	3315307	nsc_3_mat	NA	0
chr7	3315307	nsc_3_pat	1	1
chr7	3315362	nsc_1_mat	1	2
chr7	3315362	nsc_1_pat	NA	0
chr7	3315362	nsc_2_mat	NA	0
chr7	3315362	nsc_2_pat	NA	0
chr7	3315362	nsc_3_mat	NA	0
chr7	3315362	nsc_3_pat	NA	0
chr7	3315363	nsc_1_mat	NA	0
chr7	3315363	nsc_1_pat	NA	0
chr7	3315363	nsc_2_mat	NA	0
chr7	3315363	nsc_2_pat	NA	0
chr7	3315363	nsc_3_mat	1	1
chr7	3315363	nsc_3_pat	NA	0
chr7	3315367	nsc_1_mat	NA	0
chr7	3315367	nsc_1_pat	NA	0
chr7	3315367	nsc_2_mat	NA	0
chr7	3315367	nsc_2_pat	0.5	2
chr7	3315367	nsc_3_mat	1	2
chr7	3315367	nsc_3_pat	1	3
chr7	3315368	nsc_1_mat	1	1
chr7	3315368	nsc_1_pat	NA	0
chr7	3315368	nsc_2_mat	NA	0
chr7	3315368	nsc_2_pat	NA	0
chr7	3315368	nsc_3_mat	NA	0
chr7	3315368	nsc_3_pat	NA	0
chr7	3315372	nsc_1_mat	0	1
chr7	3315372	nsc_1_pat	NA	0
chr7	3315372	nsc_2_mat	NA	0
chr7	3315372	nsc_2_pat	NA	0
chr7	3315372	nsc_3_mat	NA	0
chr7	3315372	nsc_3_pat	NA	0
chr7	3315374	nsc_1_mat	1	1
chr7	3315374	nsc_1_pat	NA	0
chr7	3315374	nsc_2_mat	NA	0
chr7	3315374	nsc_2_pat	NA	0
chr7	3315374	nsc_3_mat	1	1
chr7	3315374	nsc_3_pat	NA	0
chr7	3315375	nsc_1_mat	NA	0
chr7	3315375	nsc_1_pat	1	1
chr7	3315375	nsc_2_mat	NA	0
chr7	3315375	nsc_2_pat	NA	0
chr7	3315375	nsc_3_mat	NA	0
chr7	3315375	nsc_3_pat	NA	0
chr7	3315392	nsc_1_mat	NA	0
chr7	3315392	nsc_1_pat	NA	0
chr7	3315392	nsc_2_mat	NA	0
chr7	3315392	nsc_2_pat	NA	0
chr7	3315392	nsc_3_mat	1	1
chr7	3315392	nsc_3_pat	NA	0
chr7	3315397	nsc_1_mat	1	2
chr7	3315397	nsc_1_pat	1	1
chr7	3315397	nsc_2_mat	NA	0
chr7	3315397	nsc_2_pat	NA	0
chr7	3315397	nsc_3_mat	0.3333333333333333	3
chr7	3315397	nsc_3_pat	NA	0
chr7	3315463	nsc_1_mat	NA	0
chr7	3315463	nsc_1_pat	NA	0
chr7	3315463	nsc_2_mat	NA	0
chr7	3315463	nsc_2_pat	NA	0
chr7	3315463	nsc_3_mat	1	1
chr7	3315463	nsc_3_pat	NA	0
chr7	3315487	nsc_1_mat	NA	0
chr7	3315487	nsc_1_pat	NA	0
chr7	3315487	nsc_2_mat	NA	0
chr7	3315487	nsc_2_pat	NA	0
chr7	3315487	nsc_3_mat	1	1
chr7	3315487	nsc_3_pat	NA	0
chr7	3315488	nsc_1_mat	0.5	2
chr7	3315488	nsc_1_pat	0	1
chr7	3315488	nsc_2_mat	NA	0
chr7	3315488	nsc_2_pat	1	2
chr7	3315488	nsc_3_mat	1	1
chr7	3315488	nsc_3_pat	1	2
chr7	3315499	nsc_1_mat	NA	0
chr7	3315499	nsc_1_pat	NA	0
chr7	3315499	nsc_2_mat	NA	0
chr7	3315499	nsc_2_pat	NA	0
chr7	3315499	nsc_3_mat	1	1
chr7	3315499	nsc_3_pat	NA	0
chr7	3315528	nsc_1_mat	NA	0
chr7	3315528	nsc_1_pat	0	1
chr7	3315528	nsc_2_mat	NA	0
chr7	3315528	nsc_2_pat	NA	0
chr7	3315528	nsc_3_mat	NA	0
chr7	3315528	nsc_3_pat	NA	0
chr7	3315594	nsc_1_mat	NA	0
chr7	3315594	nsc_1_pat	NA	0
chr7	3315594	nsc_2_mat	NA	0
chr7	3315594	nsc_2_pat	NA	0
chr7	3315594	nsc_3_mat	NA	0
chr7	3315594	nsc_3_pat	1	1
chr7	3315598	nsc_1_mat	NA	0
chr7	3315598	nsc_1_pat	NA	0
chr7	3315598	nsc_2_mat	NA	0
chr7	3315598	nsc_2_pat	NA	0
chr7	3315598	nsc_3_mat	NA	0
chr7	3315598	nsc_3_pat	1	1
chr7	3315661	nsc_1_mat	NA	0
chr7	3315661	nsc_1_pat	1	1
chr7	3315661	nsc_2_mat	NA	0
chr7	3315661	nsc_2_pat	NA	0
chr7	3315661	nsc_3_mat	NA	0
chr7	3315661	nsc_3_pat	NA	0
chr7	3315682	nsc_1_mat	1	2
chr7	3315682	nsc_1_pat	1	1
chr7	3315682	nsc_2_mat	NA	0
chr7	3315682	nsc_2_pat	1	2
chr7	3315682	nsc_3_mat	1	2
chr7	3315682	nsc_3_pat	1	3
chr7	3315692	nsc_1_mat	0.5	2
chr7	3315692	nsc_1_pat	1	1
chr7	3315692	nsc_2_mat	NA	0
chr7	3315692	nsc_2_pat	1	2
chr7	3315692	nsc_3_mat	1	3
chr7	3315692	nsc_3_pat	1	2
chr7	3315727	nsc_1_mat	NA	0
chr7	3315727	nsc_1_pat	1	1
chr7	3315727	nsc_2_mat	NA	0
chr7	3315727	nsc_2_pat	NA	0
chr7	3315727	nsc_3_mat	NA	0
chr7	3315727	nsc_3_pat	NA	0
chr7	3315746	nsc_1_mat	NA	0
chr7	3315746	nsc_1_pat	NA	0
chr7	3315746	nsc_2_mat	NA	0
chr7	3315746	nsc_2_pat	NA	0
chr7	3315746	nsc_3_mat	0	1
chr7	3315746	nsc_3_pat	NA	0
chr7	3315823	nsc_1_mat	NA	0
